../DDBJ/1772-064-103_H08.2.fastq.bz2	Input file name.
04-11-2015; 5:46am	Date and Time
20.000000	selected threshold
3198770	total input reads
2565046	successfully extracted
80.2%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
4179	low complexity
629545	match artifacts:
84660	Nextera_501
31633	Nextera_502
15991	Nextera_503
17	Nextera_504
53	Nextera_505
19	Nextera_506
27	Nextera_507
422672	Nextera_508
54	Nextera_701
1	Nextera_501_Reversed:
5	Nextera_502_Reversed:
2	Nextera_503_Reversed:
3	Nextera_506_Reversed:
4	Nextera_507_Reversed:
9	Nextera_508_Reversed:
3	rRNA_5.8S
2533	rRNA_18S
182	rRNA_28S
62105	EC2_RNA_SPIKE_1_(750_bp)
20	EC3_RNA_SPIKE_3_(1000_bp)
2887	EC15_RNA_SPIKE_4_(1000_bp)
5	EC18_RNA_SPIKE_7_(1474bp)
4883	HPV18
1777	HPV18_as
