../DDBJ/1772-062-249_G01.1.fastq.bz2	Input file name.
04-10-2015;11:43pm	Date and Time
20.000000	selected threshold
932750	total input reads
851184	successfully extracted
91.3%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
3114	low complexity
78452	match artifacts:
59898	Nextera_701
5	Nextera_702
52	Nextera_703
2	Nextera_704
5	Nextera_705
10	Nextera_706
3	Nextera_707
3	Nextera_708
5	Nextera_709
4	Nextera_710
6	Nextera_711
5	Nextera_712
117	Nextera_701_Reversed:
2	Nextera_703_Reversed:
1	Nextera_704_Reversed:
1	Nextera_705_Reversed:
2	Nextera_706_Reversed:
2	Nextera_709_Reversed:
3	Nextera_710_Reversed:
12	Nextera_711_Reversed:
13	Nextera_712_Reversed:
3	rRNA_5.8S
2695	rRNA_18S
122	rRNA_28S
10489	EC2_RNA_SPIKE_1_(750_bp)
769	EC15_RNA_SPIKE_4_(1000_bp)
104	EC18_RNA_SPIKE_7_(1474bp)
3116	HPV18
1003	HPV18_as
