../DDBJ/1772-067-038_F10.1.fastq.bz2	Input file name.
04-11-2015; 9:10am	Date and Time
20.000000	selected threshold
1495996	total input reads
1358716	successfully extracted
90.8%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
8884	low complexity
128396	match artifacts:
26932	Nextera_701
8442	Nextera_702
10	Nextera_703
10	Nextera_704
16	Nextera_705
21	Nextera_706
8	Nextera_707
11	Nextera_708
4	Nextera_709
85561	Nextera_710
6	Nextera_711
5	Nextera_712
7	Nextera_701_Reversed:
3	Nextera_702_Reversed:
6	Nextera_703_Reversed:
3	Nextera_704_Reversed:
6	Nextera_706_Reversed:
2	Nextera_708_Reversed:
5	Nextera_709_Reversed:
109	Nextera_710_Reversed:
1	Nextera_712_Reversed:
1	rRNA_5.8S
53	rRNA_18S
10	rRNA_28S
68	EC2_RNA_SPIKE_1_(750_bp)
5418	HPV18
1678	HPV18_as
