../DDBJ/1772-062-248_A07.1.fastq.bz2	Input file name.
04-10-2015; 3:34pm	Date and Time
20.000000	selected threshold
2640337	total input reads
2270426	successfully extracted
86.0%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
9924	low complexity
359987	match artifacts:
62411	Nextera_701
10572	Nextera_702
31	Nextera_703
724	Nextera_704
32	Nextera_705
40	Nextera_706
248267	Nextera_707
10	Nextera_708
38	Nextera_709
8	Nextera_710
39	Nextera_711
39	Nextera_712
1	Nextera_701_Reversed:
16	Nextera_702_Reversed:
4	Nextera_703_Reversed:
4	Nextera_704_Reversed:
1	Nextera_705_Reversed:
3	Nextera_706_Reversed:
786	Nextera_707_Reversed:
23	Nextera_708_Reversed:
4	Nextera_709_Reversed:
3	Nextera_710_Reversed:
8	Nextera_711_Reversed:
3	Nextera_712_Reversed:
2	rRNA_5.8S
6586	rRNA_18S
375	rRNA_28S
21115	EC2_RNA_SPIKE_1_(750_bp)
2246	EC15_RNA_SPIKE_4_(1000_bp)
393	EC18_RNA_SPIKE_7_(1474bp)
4654	HPV18
1549	HPV18_as
