../DDBJ/1772-064-103_G04.1.fastq.bz2	Input file name.
04-11-2015; 4:49am	Date and Time
20.000000	selected threshold
1755407	total input reads
1460214	successfully extracted
83.2%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
6086	low complexity
289107	match artifacts:
1	Nextera_501
54202	Nextera_701
204	Nextera_702
32	Nextera_703
209150	Nextera_704
32	Nextera_705
39	Nextera_706
30	Nextera_707
38	Nextera_708
5	Nextera_709
26	Nextera_710
21	Nextera_711
26	Nextera_712
27	Nextera_701_Reversed:
1	Nextera_702_Reversed:
16	Nextera_703_Reversed:
1653	Nextera_704_Reversed:
10	Nextera_705_Reversed:
10	Nextera_706_Reversed:
1	Nextera_707_Reversed:
7	Nextera_708_Reversed:
1	Nextera_710_Reversed:
8	Nextera_711_Reversed:
13	Nextera_712_Reversed:
1	rRNA_5.8S
229	rRNA_18S
112	rRNA_28S
17627	EC2_RNA_SPIKE_1_(750_bp)
1055	EC15_RNA_SPIKE_4_(1000_bp)
39	EC18_RNA_SPIKE_7_(1474bp)
3438	HPV18
1053	HPV18_as
