../DDBJ/1772-064-103_F11.1.fastq.bz2	Input file name.
04-11-2015; 4:30am	Date and Time
20.000000	selected threshold
2235691	total input reads
1766642	successfully extracted
79.0%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
7294	low complexity
461755	match artifacts:
6	Nextera_506
72110	Nextera_701
42	Nextera_702
11717	Nextera_703
45	Nextera_704
49	Nextera_705
56	Nextera_706
34	Nextera_707
90	Nextera_708
44	Nextera_710
333757	Nextera_711
32	Nextera_712
24	Nextera_701_Reversed:
2	Nextera_702_Reversed:
46	Nextera_703_Reversed:
14	Nextera_704_Reversed:
12	Nextera_705_Reversed:
22	Nextera_706_Reversed:
4	Nextera_707_Reversed:
15	Nextera_708_Reversed:
4	Nextera_710_Reversed:
3419	Nextera_711_Reversed:
20	Nextera_712_Reversed:
14	rRNA_5.8S
521	rRNA_18S
102	rRNA_28S
34719	EC2_RNA_SPIKE_1_(750_bp)
1707	EC15_RNA_SPIKE_4_(1000_bp)
53	EC18_RNA_SPIKE_7_(1474bp)
2239	HPV18
836	HPV18_as
