../DDBJ/1772-062-248_G07.1.fastq.bz2	Input file name.
04-10-2015; 7:45pm	Date and Time
20.000000	selected threshold
2174813	total input reads
1878011	successfully extracted
86.4%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
9878	low complexity
286924	match artifacts:
49401	Nextera_701
8289	Nextera_702
34	Nextera_703
643	Nextera_704
37	Nextera_705
34	Nextera_706
200748	Nextera_707
17	Nextera_708
42	Nextera_709
24	Nextera_710
25	Nextera_711
36	Nextera_712
4	Nextera_701_Reversed:
6	Nextera_702_Reversed:
6	Nextera_703_Reversed:
3	Nextera_704_Reversed:
1	Nextera_705_Reversed:
3	Nextera_706_Reversed:
547	Nextera_707_Reversed:
2	Nextera_708_Reversed:
8	Nextera_709_Reversed:
4	Nextera_711_Reversed:
1	rRNA_5.8S
3234	rRNA_18S
165	rRNA_28S
17612	EC2_RNA_SPIKE_1_(750_bp)
1364	EC15_RNA_SPIKE_4_(1000_bp)
96	EC18_RNA_SPIKE_7_(1474bp)
3446	HPV18
1092	HPV18_as
