../DDBJ/1772-062-248_H04.1.fastq.bz2	Input file name.
04-10-2015; 8:25pm	Date and Time
20.000000	selected threshold
2029733	total input reads
1758441	successfully extracted
86.6%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
11325	low complexity
259967	match artifacts:
1	Nextera_501
50031	Nextera_701
1285	Nextera_702
25	Nextera_703
177769	Nextera_704
36	Nextera_705
12	Nextera_706
10	Nextera_707
9	Nextera_708
48	Nextera_709
18	Nextera_710
24	Nextera_711
38	Nextera_712
9	Nextera_701_Reversed:
1	Nextera_702_Reversed:
5	Nextera_703_Reversed:
442	Nextera_704_Reversed:
9	Nextera_705_Reversed:
39	Nextera_706_Reversed:
1	Nextera_707_Reversed:
8	Nextera_709_Reversed:
5	Nextera_711_Reversed:
2	Nextera_712_Reversed:
1	rRNA_5.8S
5870	rRNA_18S
451	rRNA_28S
16761	EC2_RNA_SPIKE_1_(750_bp)
1474	EC15_RNA_SPIKE_4_(1000_bp)
111	EC18_RNA_SPIKE_7_(1474bp)
4080	HPV18
1392	HPV18_as
