../DDBJ/1772-064-103_C04.1.fastq.bz2	Input file name.
04-11-2015; 2:08am	Date and Time
20.000000	selected threshold
2057626	total input reads
1703990	successfully extracted
82.8%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
6804	low complexity
346832	match artifacts:
65864	Nextera_701
227	Nextera_702
34	Nextera_703
254426	Nextera_704
52	Nextera_705
42	Nextera_706
24	Nextera_707
47	Nextera_708
7	Nextera_709
13	Nextera_710
41	Nextera_711
25	Nextera_712
25	Nextera_701_Reversed:
19	Nextera_703_Reversed:
2261	Nextera_704_Reversed:
14	Nextera_705_Reversed:
4	Nextera_706_Reversed:
1	Nextera_707_Reversed:
2	Nextera_708_Reversed:
3	Nextera_710_Reversed:
4	Nextera_711_Reversed:
8	Nextera_712_Reversed:
20	rRNA_5.8S
52	rRNA_18S
274	rRNA_28S
20268	EC2_RNA_SPIKE_1_(750_bp)
1375	EC15_RNA_SPIKE_4_(1000_bp)
1232	HPV18
468	HPV18_as
