../DDBJ/1772-062-248_C09.1.fastq.bz2	Input file name.
04-10-2015; 4:56pm	Date and Time
20.000000	selected threshold
1241193	total input reads
1074355	successfully extracted
86.6%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
7081	low complexity
159757	match artifacts:
1	Nextera_501
28310	Nextera_701
464	Nextera_702
37	Nextera_703
130	Nextera_704
4446	Nextera_705
21	Nextera_706
119	Nextera_707
7	Nextera_708
116668	Nextera_709
11	Nextera_710
12	Nextera_711
38	Nextera_712
1	Nextera_701_Reversed:
2	Nextera_702_Reversed:
4	Nextera_703_Reversed:
5	Nextera_704_Reversed:
3	Nextera_705_Reversed:
6	Nextera_706_Reversed:
1	Nextera_707_Reversed:
5	Nextera_708_Reversed:
240	Nextera_709_Reversed:
1	Nextera_710_Reversed:
30	Nextera_711_Reversed:
3	Nextera_712_Reversed:
2	rRNA_5.8S
1755	rRNA_18S
90	rRNA_28S
4939	EC2_RNA_SPIKE_1_(750_bp)
479	EC15_RNA_SPIKE_4_(1000_bp)
92	EC18_RNA_SPIKE_7_(1474bp)
1371	HPV18
464	HPV18_as
