../DDBJ/1772-062-248_D02.1.fastq.bz2	Input file name.
04-10-2015; 5:14pm	Date and Time
20.000000	selected threshold
1699617	total input reads
1467203	successfully extracted
86.3%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
5419	low complexity
226995	match artifacts:
1	Nextera_501
40045	Nextera_701
169469	Nextera_702
37	Nextera_703
21	Nextera_704
33	Nextera_705
27	Nextera_706
36	Nextera_707
25	Nextera_708
26	Nextera_709
674	Nextera_710
9	Nextera_711
45	Nextera_712
2	Nextera_701_Reversed:
313	Nextera_702_Reversed:
6	Nextera_703_Reversed:
5	Nextera_704_Reversed:
7	Nextera_705_Reversed:
5	Nextera_706_Reversed:
28	Nextera_707_Reversed:
5	Nextera_709_Reversed:
1	Nextera_710_Reversed:
15	Nextera_711_Reversed:
5	Nextera_712_Reversed:
6	rRNA_5.8S
2356	rRNA_18S
140	rRNA_28S
7804	EC2_RNA_SPIKE_1_(750_bp)
644	EC15_RNA_SPIKE_4_(1000_bp)
47	EC18_RNA_SPIKE_7_(1474bp)
3816	HPV18
1342	HPV18_as
