../DDBJ/1772-064-103_E01.1.fastq.bz2	Input file name.
04-11-2015; 3:18am	Date and Time
20.000000	selected threshold
2056457	total input reads
1731338	successfully extracted
84.2%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
6529	low complexity
318590	match artifacts:
1	Nextera_501
298617	Nextera_701
39	Nextera_702
96	Nextera_703
36	Nextera_704
43	Nextera_705
44	Nextera_706
24	Nextera_707
35	Nextera_708
26	Nextera_710
42	Nextera_711
37	Nextera_712
1037	Nextera_701_Reversed:
4	Nextera_702_Reversed:
30	Nextera_703_Reversed:
13	Nextera_704_Reversed:
25	Nextera_705_Reversed:
18	Nextera_706_Reversed:
1	Nextera_707_Reversed:
3	Nextera_708_Reversed:
2	Nextera_710_Reversed:
5	Nextera_711_Reversed:
11	Nextera_712_Reversed:
4	rRNA_5.8S
27	rRNA_18S
26	rRNA_28S
12474	EC2_RNA_SPIKE_1_(750_bp)
959	EC15_RNA_SPIKE_4_(1000_bp)
40	EC18_RNA_SPIKE_7_(1474bp)
3642	HPV18
1229	HPV18_as
