../DDBJ/1772-062-248_A11.1.fastq.bz2	Input file name.
04-10-2015; 3:44pm	Date and Time
20.000000	selected threshold
3020578	total input reads
2556100	successfully extracted
84.6%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
7839	low complexity
456639	match artifacts:
2	Nextera_501
78460	Nextera_701
23	Nextera_702
12341	Nextera_703
22	Nextera_704
42	Nextera_705
35	Nextera_706
20	Nextera_707
100	Nextera_708
29	Nextera_709
76	Nextera_710
311102	Nextera_711
30	Nextera_712
2	Nextera_701_Reversed:
3	Nextera_702_Reversed:
10	Nextera_703_Reversed:
3	Nextera_704_Reversed:
2	Nextera_705_Reversed:
3	Nextera_706_Reversed:
1	Nextera_707_Reversed:
4	Nextera_708_Reversed:
3	Nextera_709_Reversed:
1056	Nextera_711_Reversed:
4	Nextera_712_Reversed:
9313	rRNA_18S
660	rRNA_28S
37814	EC2_RNA_SPIKE_1_(750_bp)
3346	EC15_RNA_SPIKE_4_(1000_bp)
626	EC18_RNA_SPIKE_7_(1474bp)
1126	HPV18
381	HPV18_as
