../DDBJ/1772-064-103_H10.1.fastq.bz2	Input file name.
04-11-2015; 5:47am	Date and Time
20.000000	selected threshold
1580519	total input reads
1328764	successfully extracted
84.1%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
6815	low complexity
244940	match artifacts:
39973	Nextera_701
13274	Nextera_702
30	Nextera_703
29	Nextera_704
17	Nextera_705
31	Nextera_706
21	Nextera_707
63	Nextera_708
168257	Nextera_710
21	Nextera_711
13	Nextera_712
23	Nextera_701_Reversed:
53	Nextera_702_Reversed:
31	Nextera_703_Reversed:
29	Nextera_704_Reversed:
8	Nextera_705_Reversed:
11	Nextera_706_Reversed:
5	Nextera_707_Reversed:
26	Nextera_708_Reversed:
1457	Nextera_710_Reversed:
8	Nextera_711_Reversed:
55	Nextera_712_Reversed:
1	rRNA_5.8S
324	rRNA_18S
91	rRNA_28S
15992	EC2_RNA_SPIKE_1_(750_bp)
915	EC15_RNA_SPIKE_4_(1000_bp)
15	EC18_RNA_SPIKE_7_(1474bp)
3197	HPV18
970	HPV18_as
