../DDBJ/1772-067-038_G02.1.fastq.bz2	Input file name.
04-11-2015; 9:22am	Date and Time
20.000000	selected threshold
1663279	total input reads
1499019	successfully extracted
90.1%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
11670	low complexity
152590	match artifacts:
33125	Nextera_701
115169	Nextera_702
20	Nextera_703
13	Nextera_704
34	Nextera_705
10	Nextera_706
7	Nextera_707
14	Nextera_708
31	Nextera_709
28	Nextera_710
14	Nextera_711
6	Nextera_701_Reversed:
368	Nextera_702_Reversed:
2	Nextera_703_Reversed:
3	Nextera_704_Reversed:
1	Nextera_705_Reversed:
5	Nextera_706_Reversed:
1	Nextera_707_Reversed:
13	Nextera_709_Reversed:
6	Nextera_710_Reversed:
5	Nextera_711_Reversed:
1	Nextera_712_Reversed:
1	rRNA_5.8S
262	rRNA_18S
11	rRNA_28S
436	EC2_RNA_SPIKE_1_(750_bp)
15	EC18_RNA_SPIKE_7_(1474bp)
2264	HPV18
725	HPV18_as
