../DDBJ/1772-064-103_D04.1.fastq.bz2	Input file name.
04-11-2015; 2:50am	Date and Time
20.000000	selected threshold
551220	total input reads
345733	successfully extracted
62.7%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
2628	low complexity
202859	match artifacts:
25149	Nextera_701
125	Nextera_702
32	Nextera_703
113587	Nextera_704
29	Nextera_705
23	Nextera_706
21	Nextera_707
32	Nextera_708
3	Nextera_709
17	Nextera_710
30	Nextera_711
16	Nextera_712
40	Nextera_701_Reversed:
2	Nextera_702_Reversed:
12	Nextera_703_Reversed:
4151	Nextera_704_Reversed:
10	Nextera_705_Reversed:
3	Nextera_706_Reversed:
4	Nextera_707_Reversed:
3	Nextera_708_Reversed:
1	Nextera_710_Reversed:
12	Nextera_711_Reversed:
10	Nextera_712_Reversed:
5	rRNA_5.8S
25	rRNA_18S
23	rRNA_28S
56912	EC2_RNA_SPIKE_1_(750_bp)
2481	EC15_RNA_SPIKE_4_(1000_bp)
8	EC18_RNA_SPIKE_7_(1474bp)
61	HPV18
32	HPV18_as
