../DDBJ/1772-062-248_A05.1.fastq.bz2	Input file name.
04-10-2015; 3:25pm	Date and Time
20.000000	selected threshold
2028464	total input reads
1775761	successfully extracted
87.5%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
9090	low complexity
243613	match artifacts:
1	Nextera_501
43601	Nextera_701
68	Nextera_702
619	Nextera_703
40	Nextera_704
176854	Nextera_705
35	Nextera_706
12	Nextera_707
5	Nextera_708
51	Nextera_709
8	Nextera_710
27	Nextera_711
41	Nextera_712
6	Nextera_701_Reversed:
7	Nextera_703_Reversed:
2	Nextera_704_Reversed:
288	Nextera_705_Reversed:
2	Nextera_706_Reversed:
3	Nextera_707_Reversed:
4	Nextera_708_Reversed:
4	Nextera_709_Reversed:
2	Nextera_710_Reversed:
7	Nextera_711_Reversed:
2	Nextera_712_Reversed:
3	rRNA_5.8S
3095	rRNA_18S
250	rRNA_28S
9621	EC2_RNA_SPIKE_1_(750_bp)
859	EC15_RNA_SPIKE_4_(1000_bp)
88	EC18_RNA_SPIKE_7_(1474bp)
5918	HPV18
2090	HPV18_as
