../DDBJ/1772-067-038_G11.1.fastq.bz2	Input file name.
04-11-2015; 9:40am	Date and Time
20.000000	selected threshold
1472830	total input reads
1280619	successfully extracted
86.9%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
20403	low complexity
171808	match artifacts:
36533	Nextera_701
10	Nextera_702
5601	Nextera_703
20	Nextera_704
23	Nextera_705
12	Nextera_706
2	Nextera_707
24	Nextera_708
22	Nextera_709
10	Nextera_710
126871	Nextera_711
4	Nextera_712
7	Nextera_701_Reversed:
3	Nextera_702_Reversed:
4	Nextera_703_Reversed:
5	Nextera_704_Reversed:
4	Nextera_705_Reversed:
3	Nextera_706_Reversed:
1	Nextera_707_Reversed:
1	Nextera_708_Reversed:
5	Nextera_709_Reversed:
357	Nextera_711_Reversed:
4	Nextera_712_Reversed:
53	rRNA_18S
31	rRNA_28S
1359	EC2_RNA_SPIKE_1_(750_bp)
3	EC15_RNA_SPIKE_4_(1000_bp)
621	HPV18
215	HPV18_as
