../DDBJ/1772-062-248_E12.1.fastq.bz2	Input file name.
04-10-2015; 6:28pm	Date and Time
20.000000	selected threshold
2126866	total input reads
1840292	successfully extracted
86.5%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
8419	low complexity
278155	match artifacts:
1	Nextera_501
51332	Nextera_701
50	Nextera_702
35	Nextera_703
18	Nextera_704
8069	Nextera_705
385	Nextera_706
8	Nextera_707
104	Nextera_708
95	Nextera_709
24	Nextera_710
75	Nextera_711
199987	Nextera_712
4	Nextera_701_Reversed:
5	Nextera_703_Reversed:
63	Nextera_704_Reversed:
3	Nextera_705_Reversed:
6	Nextera_706_Reversed:
1	Nextera_707_Reversed:
1	Nextera_708_Reversed:
11	Nextera_709_Reversed:
1	Nextera_711_Reversed:
322	Nextera_712_Reversed:
1	rRNA_5.8S
2812	rRNA_18S
175	rRNA_28S
10176	EC2_RNA_SPIKE_1_(750_bp)
789	EC15_RNA_SPIKE_4_(1000_bp)
106	EC18_RNA_SPIKE_7_(1474bp)
2532	HPV18
964	HPV18_as
