../DDBJ/1772-067-038_C01.1.fastq.bz2	Input file name.
04-11-2015; 6:57am	Date and Time
20.000000	selected threshold
1908701	total input reads
1733155	successfully extracted
90.8%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
11687	low complexity
163859	match artifacts:
160515	Nextera_701
14	Nextera_702
29	Nextera_703
27	Nextera_704
35	Nextera_705
33	Nextera_706
15	Nextera_707
5	Nextera_708
42	Nextera_709
2	Nextera_710
31	Nextera_711
22	Nextera_712
116	Nextera_701_Reversed:
1	Nextera_702_Reversed:
1	Nextera_703_Reversed:
4	Nextera_704_Reversed:
3	Nextera_705_Reversed:
13	Nextera_706_Reversed:
1	Nextera_708_Reversed:
7	Nextera_709_Reversed:
5	Nextera_711_Reversed:
1	Nextera_712_Reversed:
3	rRNA_5.8S
70	rRNA_18S
9	rRNA_28S
283	EC2_RNA_SPIKE_1_(750_bp)
1960	HPV18
612	HPV18_as
