../DDBJ/1772-062-248_G01.1.fastq.bz2	Input file name.
04-10-2015; 7:21pm	Date and Time
20.000000	selected threshold
2422053	total input reads
2086230	successfully extracted
86.1%	extracted
0	barcode / UMI not found
0	too short
0	ambiguous barcode
0	problems with architecture
9051	low complexity
326772	match artifacts:
295853	Nextera_701
48	Nextera_702
589	Nextera_703
30	Nextera_704
34	Nextera_705
76	Nextera_706
11	Nextera_707
17	Nextera_708
35	Nextera_709
9	Nextera_710
24	Nextera_711
38	Nextera_712
332	Nextera_701_Reversed:
1	Nextera_702_Reversed:
5	Nextera_703_Reversed:
4	Nextera_704_Reversed:
3	Nextera_705_Reversed:
4	Nextera_706_Reversed:
2	Nextera_708_Reversed:
4	Nextera_709_Reversed:
1	Nextera_710_Reversed:
6	Nextera_711_Reversed:
2	Nextera_712_Reversed:
8	rRNA_5.8S
4215	rRNA_18S
237	rRNA_28S
19684	EC2_RNA_SPIKE_1_(750_bp)
1673	EC15_RNA_SPIKE_4_(1000_bp)
156	EC18_RNA_SPIKE_7_(1474bp)
2701	HPV18
970	HPV18_as
